keyword,drift_total,distances
sonata,3.4138549520997534,"[('1998-2002', '2003-2007', 0.683772233983162), ('2003-2007', '2013-2017', 0.8881966011250105), ('2013-2017', '2018-2022', 0.841886116991581), ('2018-2022', '2023-2027', 1.0)]"
women,3.4110435269564765,"[('1993-1997', '1998-2002', 0.746453723581445), ('1998-2002', '2013-2017', 0.6645898033750315), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
melodies,3.393645798341443,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2013-2017', 0.7418011102528388), ('2013-2017', '2018-2022', 0.6518446880886043), ('2018-2022', '2023-2027', 1.0)]"
score,3.3809331988582447,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 0.5917517095361369), ('2013-2017', '2023-2027', 0.789181489322108)]"
recapitulation,3.359213485464905,"[('1993-1997', '1998-2002', 0.7817821097640075), ('1998-2002', '2008-2012', 0.6969542366343366), ('2008-2012', '2013-2017', 0.8804771390665607), ('2013-2017', '2018-2022', 1.0)]"
main theme,3.356062157938376,"[('1998-2002', '2003-2007', 0.6619382981085933), ('2003-2007', '2008-2012', 0.8709005551264194), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.8232233047033631)]"
beat,3.3402339859342085,"[('1998-2002', '2003-2007', 0.8933996418221948), ('2003-2007', '2008-2012', 0.733499104555487), ('2008-2012', '2013-2017', 0.9166666666666666), ('2013-2017', '2018-2022', 0.7966685728898605)]"
gender,3.1126186604627955,"[('1993-1997', '1998-2002', 0.6348516283298892), ('1998-2002', '2013-2017', 0.4777670321329064), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
caplin,3.0694254653752235,"[('1998-2002', '2003-2007', 0.6619382981085933), ('2003-2007', '2008-2012', 0.8), ('2008-2012', '2013-2017', 0.7948043295829691), ('2013-2017', '2018-2022', 0.8126828376836611)]"
cadence,3.042035596269903,"[('2003-2007', '2008-2012', 0.8957427929714626), ('2008-2012', '2013-2017', 0.6856526932690343), ('2013-2017', '2018-2022', 0.5954800825220548), ('2018-2022', '2023-2027', 0.8651600275073515)]"
pitches,3.040224141208595,"[('1993-1997', '1998-2002', 0.6797436923898257), ('1998-2002', '2003-2007', 0.6666666666666665), ('2003-2007', '2008-2012', 0.7958758547680684), ('2008-2012', '2018-2022', 0.8979379273840342)]"
intervals,3.003415604108909,"[('1993-1997', '1998-2002', 0.4999999999999999), ('1998-2002', '2003-2007', 0.41165159458544787), ('2003-2007', '2008-2012', 0.6077677297236319), ('2008-2012', '2013-2017', 0.7791369478503068), ('2013-2017', '2018-2022', 0.7048593319495223)]"
chopin,3.0,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
crumb,3.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
cook,3.0,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2013-2017', 1.0), ('2013-2017', '2023-2027', 1.0)]"
compositions,3.0,"[('1993-1997', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
pages,3.0,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
nature,3.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2023-2027', 1.0)]"
materials,3.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
memory,3.0,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
opening,3.0,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2018-2022', 1.0)]"
mto,3.0,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
metaphor,3.0,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2023-2027', 1.0)]"
reich,3.0,"[('1993-1997', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
life,3.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
design,3.0,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
williams,3.0,"[('1993-1997', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
topics,3.0,"[('1993-1997', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
experience,3.0,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
identity,3.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
images,3.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
tension,3.0,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
tenor,3.0,"[('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
style,3.0,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
straus,3.0,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
interruption,3.0,"[('1993-1997', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
game,3.0,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
segments,3.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2013-2017', 1.0), ('2013-2017', '2023-2027', 1.0)]"
scholars,3.0,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
schemas,3.0,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
schema,3.0,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
edm,3.0,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
relations,3.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2003-2007', 1.0), ('2003-2007', '2013-2017', 1.0)]"
morris,3.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
level,3.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2023-2027', 1.0)]"
readers,3.0,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
motive,3.0,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
gestures,2.9,"[('2008-2012', '2013-2017', 0.9), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
timbre,2.876908509020667,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 0.8769085090206672)]"
structure,2.8651600275073514,"[('1993-1997', '2003-2007', 0.8651600275073515), ('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
contour,2.8585786437626908,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2008-2012', 0.8585786437626906), ('2008-2012', '2013-2017', 1.0)]"
wagner,2.841886116991581,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2003-2007', 0.841886116991581), ('2003-2007', '2023-2027', 1.0)]"
messiaen,2.841886116991581,"[('1993-1997', '1998-2002', 0.841886116991581), ('1998-2002', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
ic,2.8309691490542965,"[('1993-1997', '1998-2002', 0.8309691490542966), ('1998-2002', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0)]"
quarter,2.823223304703363,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 0.8232233047033631)]"
relationships,2.807549910270125,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2008-2012', 0.8075499102701247), ('2008-2012', '2013-2017', 1.0)]"
trichords,2.7817821097640074,"[('1998-2002', '2003-2007', 0.7817821097640076), ('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
xenakis,2.7642977396044843,"[('1993-1997', '1998-2002', 0.7642977396044841), ('1998-2002', '2008-2012', 1.0), ('2008-2012', '2018-2022', 1.0)]"
bruckner,2.7480236846605153,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2008-2012', 1.0), ('2008-2012', '2018-2022', 0.7480236846605152)]"
collections,2.7418011102528386,"[('1993-1997', '2008-2012', 1.0), ('2008-2012', '2018-2022', 1.0), ('2018-2022', '2023-2027', 0.7418011102528388)]"
modes,2.7327387580875757,"[('2008-2012', '2013-2017', 0.7327387580875756), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
film music,2.711324865405187,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.7113248654051871)]"
tuning,2.7072137468644337,"[('1993-1997', '1998-2002', 0.3195861825602283), ('1998-2002', '2003-2007', 0.3876275643042054), ('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
transition,2.696954236634337,"[('1998-2002', '2008-2012', 0.6969542366343366), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
consonance,2.6913933000758163,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2008-2012', 0.6913933000758161), ('2008-2012', '2018-2022', 1.0)]"
recording,2.683772233983162,"[('1998-2002', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.683772233983162), ('2018-2022', '2023-2027', 1.0)]"
blues,2.672673164646011,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.6726731646460113)]"
shostakovich,2.6666666666666665,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2008-2012', 0.6666666666666665), ('2008-2012', '2013-2017', 1.0)]"
scriabin,2.661938298108593,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 0.6619382981085933)]"
users,2.646446609406726,"[('1993-1997', '1998-2002', 0.6464466094067263), ('1998-2002', '2003-2007', 1.0), ('2003-2007', '2013-2017', 1.0)]"
gould,2.646446609406726,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.6464466094067263)]"
events,2.6220355269907727,"[('1993-1997', '1998-2002', 0.6220355269907727), ('1998-2002', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
prechorus,2.613301668933013,"[('2008-2012', '2013-2017', 0.7958758547680684), ('2013-2017', '2018-2022', 0.8174258141649446), ('2018-2022', '2023-2027', 1.0)]"
syntax,2.6,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2008-2012', 0.6), ('2008-2012', '2018-2022', 1.0)]"
improvisers,2.5554763614461544,"[('1998-2002', '2008-2012', 0.7642977396044841), ('2008-2012', '2013-2017', 0.38278660015163213), ('2013-2017', '2018-2022', 0.4083920216900383), ('2018-2022', '2023-2027', 1.0)]"
refrain,2.547367600659028,"[('2003-2007', '2008-2012', 0.850928801500014), ('2008-2012', '2018-2022', 0.8888888888888888), ('2018-2022', '2023-2027', 0.8075499102701247)]"
rhythms,2.5305723263942723,"[('1998-2002', '2003-2007', 0.5527864045000421), ('2003-2007', '2008-2012', 0.6348516283298893), ('2008-2012', '2013-2017', 0.7278344730240913), ('2013-2017', '2018-2022', 0.6150998205402495)]"
major,2.5301638020379174,"[('2003-2007', '2008-2012', 0.8333333333333334), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.6968304687045838)]"
improvisation,2.5299679433042863,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 0.24206327104013292), ('2013-2017', '2018-2022', 0.5236069326596691), ('2018-2022', '2023-2027', 0.7642977396044841)]"
prelude,2.4931069751691948,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2008-2012', 0.7113248654051871), ('2008-2012', '2013-2017', 0.7817821097640076)]"
triads,2.486519961826706,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2008-2012', 0.7642977396044841), ('2008-2012', '2018-2022', 0.7222222222222222)]"
rock music,2.477767032132906,"[('2003-2007', '2008-2012', 0.4777670321329064), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
lerdahl,2.434851628329889,"[('1998-2002', '2008-2012', 0.8), ('2008-2012', '2013-2017', 0.6348516283298892), ('2013-2017', '2018-2022', 1.0)]"
journals,2.4309644062711504,"[('1993-1997', '1998-2002', 0.6666666666666665), ('1998-2002', '2013-2017', 0.7642977396044841), ('2013-2017', '2023-2027', 1.0)]"
jackendoff,2.4296920760241196,"[('1998-2002', '2008-2012', 0.7018576030000281), ('2008-2012', '2013-2017', 0.7278344730240913), ('2013-2017', '2018-2022', 1.0)]"
mi,2.4228398116567473,"[('1993-1997', '1998-2002', 0.7763932022500211), ('1998-2002', '2008-2012', 0.6464466094067263), ('2008-2012', '2018-2022', 1.0)]"
hexachords,2.4227208585904334,"[('1998-2002', '2008-2012', 0.8309691490542966), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.5917517095361369)]"
iv,2.4191665478860216,"[('1998-2002', '2008-2012', 0.9105572809000084), ('2008-2012', '2018-2022', 0.6281321279194527), ('2018-2022', '2023-2027', 0.8804771390665607)]"
dominant,2.4011073230987714,"[('1993-1997', '2008-2012', 0.7519305308215831), ('2008-2012', '2013-2017', 0.6491767922771883), ('2013-2017', '2018-2022', 1.0)]"
cadential,2.394672521491623,"[('1993-1997', '2008-2012', 1.0), ('2008-2012', '2013-2017', 0.841886116991581), ('2013-2017', '2018-2022', 0.5527864045000421)]"
hepokoski,2.386565338986023,"[('1993-1997', '2008-2012', 1.0), ('2008-2012', '2013-2017', 0.8195780408782419), ('2013-2017', '2018-2022', 0.5669872981077807)]"
dictation,2.375,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.375)]"
members,2.2928932188134525,"[('1998-2002', '2003-2007', 0.2928932188134524), ('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
aural skills,2.179962906060144,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 0.8663693790437879), ('2013-2017', '2018-2022', 0.3135935270163559)]"
schemata,2.133974596215561,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.5669872981077806), ('2018-2022', '2023-2027', 0.5669872981077806)]"
stockhausen,2.054294230970872,"[('1993-1997', '2003-2007', 0.3876275643042054), ('2003-2007', '2018-2022', 0.6666666666666665), ('2018-2022', '2023-2027', 1.0)]"
schenkerian analysis,2.022837044944403,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2013-2017', 0.37639043553767637), ('2013-2017', '2018-2022', 0.6464466094067263)]"
kramer,2.0,"[('1993-1997', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
semiotics,2.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2023-2027', 1.0)]"
willaert,2.0,"[('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
bent,2.0,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2013-2017', 1.0)]"
scene,2.0,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2018-2022', 1.0)]"
values,2.0,"[('2003-2007', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
taruskin,2.0,"[('1993-1997', '2008-2012', 1.0), ('2008-2012', '2018-2022', 1.0)]"
truth,2.0,"[('1993-1997', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
hip,2.0,"[('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
bartók,2.0,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0)]"
issues,2.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2013-2017', 1.0)]"
emotions,2.0,"[('1993-1997', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
instruments,2.0,"[('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
streams,2.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2018-2022', 1.0)]"
topic,2.0,"[('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
string quartet,2.0,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2018-2022', 1.0)]"
strings,2.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2018-2022', 1.0)]"
hasty,2.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2018-2022', 1.0)]"
texts,2.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
studies,2.0,"[('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
systems,2.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2013-2017', 1.0)]"
motets,2.0,"[('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
lectures,2.0,"[('1993-1997', '2013-2017', 1.0), ('2013-2017', '2023-2027', 1.0)]"
canon,2.0,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2023-2027', 1.0)]"
line,2.0,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
presentations,2.0,"[('1993-1997', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
cello,2.0,"[('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
par,2.0,"[('1993-1997', '2003-2007', 1.0), ('2003-2007', '2008-2012', 1.0)]"
review,2.0,"[('1998-2002', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
larson,2.0,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 1.0)]"
orchestra,2.0,"[('2013-2017', '2018-2022', 1.0), ('2018-2022', '2023-2027', 1.0)]"
learning,2.0,"[('1993-1997', '2013-2017', 1.0), ('2013-2017', '2023-2027', 1.0)]"
properties,2.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2008-2012', 1.0)]"
rehearsal,2.0,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
conservatories,2.0,"[('1993-1997', '1998-2002', 1.0), ('1998-2002', '2013-2017', 1.0)]"
noise,2.0,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 1.0)]"
animation,1.9466239487316375,"[('2003-2007', '2008-2012', 0.9466239487316376), ('2008-2012', '2018-2022', 1.0)]"
rap,1.9266397896013638,"[('1998-2002', '2008-2012', 0.5370899501137242), ('2008-2012', '2013-2017', 0.7817821097640076), ('2013-2017', '2018-2022', 0.6077677297236319)]"
cadences,1.9203308724663661,"[('2003-2007', '2008-2012', 1.0), ('2008-2012', '2013-2017', 0.552786404500042), ('2013-2017', '2018-2022', 0.3675444679663241)]"
phase,1.8759652654107914,"[('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.8759652654107916)]"
african music,1.8740118423302576,"[('1998-2002', '2008-2012', 0.8740118423302576), ('2008-2012', '2013-2017', 1.0)]"
segment,1.8663693790437879,"[('1993-1997', '2013-2017', 0.8663693790437879), ('2013-2017', '2018-2022', 1.0)]"
keys,1.8585786437626906,"[('2008-2012', '2013-2017', 0.8585786437626906), ('2013-2017', '2023-2027', 1.0)]"
progression,1.8585786437626903,"[('1998-2002', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.8585786437626904)]"
agency,1.850928801500014,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.850928801500014)]"
gubaidulina,1.8492443277111181,"[('2008-2012', '2013-2017', 0.8492443277111181), ('2013-2017', '2018-2022', 1.0)]"
model,1.8492443277111181,"[('1993-1997', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.8492443277111181)]"
rahn,1.841886116991581,"[('1993-1997', '2003-2007', 0.841886116991581), ('2003-2007', '2018-2022', 1.0)]"
pythagorean,1.824512411071891,"[('1993-1997', '1998-2002', 0.3195861825602283), ('1998-2002', '2003-2007', 0.5049262285116628), ('2003-2007', '2013-2017', 1.0)]"
cohn,1.8032711736091411,"[('2003-2007', '2008-2012', 0.9037749551350623), ('2008-2012', '2018-2022', 0.8994962184740788)]"
vectors,1.8,"[('1993-1997', '1998-2002', 0.8), ('1998-2002', '2018-2022', 1.0)]"
speech,1.7958758547680684,"[('1993-1997', '2008-2012', 0.7958758547680684), ('2008-2012', '2018-2022', 1.0)]"
science,1.7958758547680684,"[('1993-1997', '1998-2002', 0.7958758547680684), ('1998-2002', '2013-2017', 1.0)]"
riffs,1.7867992836443896,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.7867992836443896)]"
class,1.7777777777777777,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2013-2017', 0.7777777777777778)]"
ewell,1.7480236846605153,"[('2013-2017', '2018-2022', 0.7480236846605152), ('2018-2022', '2023-2027', 1.0)]"
deleuze,1.7427521222862368,"[('1993-1997', '2008-2012', 1.0), ('2008-2012', '2013-2017', 0.7427521222862368)]"
authenticity,1.7418011102528388,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.7418011102528388)]"
interval,1.7418011102528388,"[('1998-2002', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.7418011102528388)]"
process,1.7418011102528388,"[('2003-2007', '2008-2012', 0.7418011102528388), ('2008-2012', '2018-2022', 1.0)]"
tonnetz,1.7328295518074122,"[('2003-2007', '2008-2012', 0.8333333333333334), ('2008-2012', '2018-2022', 0.8994962184740788)]"
beats,1.6975485496941745,"[('1998-2002', '2008-2012', 0.8556624327025936), ('2008-2012', '2018-2022', 0.841886116991581)]"
gjerdingen,1.6376275643042053,"[('2008-2012', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.24999999999999978), ('2018-2022', '2023-2027', 0.3876275643042054)]"
classes,1.6348516283298893,"[('2003-2007', '2008-2012', 0.6348516283298893), ('2008-2012', '2018-2022', 1.0)]"
pieces,1.6348516283298893,"[('1993-1997', '1998-2002', 0.6348516283298892), ('1998-2002', '2008-2012', 1.0)]"
taneev,1.6342410681987496,"[('2013-2017', '2018-2022', 0.8232233047033631), ('2018-2022', '2023-2027', 0.8110177634953863)]"
information,1.6220355269907727,"[('1993-1997', '1998-2002', 0.6220355269907727), ('1998-2002', '2018-2022', 1.0)]"
concerto,1.6220355269907727,"[('1998-2002', '2003-2007', 1.0), ('2003-2007', '2018-2022', 0.6220355269907727)]"
transpositions,1.5853367077354448,"[('2003-2007', '2008-2012', 0.8740118423302576), ('2008-2012', '2023-2027', 0.7113248654051871)]"
guattari,1.579915974791597,"[('2008-2012', '2013-2017', 0.579915974791597), ('2013-2017', '2018-2022', 1.0)]"
guitar,1.567723454297141,"[('2008-2012', '2013-2017', 0.7418011102528388), ('2013-2017', '2018-2022', 0.8259223440443022)]"
tone,1.552786404500042,"[('2003-2007', '2013-2017', 1.0), ('2013-2017', '2018-2022', 0.5527864045000419)]"
functions,1.514928749927334,"[('1993-1997', '2003-2007', 0.5149287499273341), ('2003-2007', '2013-2017', 1.0)]"
metal,1.5,"[('2008-2012', '2013-2017', 0.0), ('2013-2017', '2018-2022', 0.5), ('2018-2022', '2023-2027', 1.0)]"
violin,1.4842251882759636,"[('2003-2007', '2008-2012', 0.6464466094067263), ('2008-2012', '2018-2022', 0.8377785788692375)]"
serialism,1.4742165769367914,"[('1993-1997', '1998-2002', 0.6666666666666667), ('1998-2002', '2003-2007', 0.8075499102701247)]"
fa,1.4625425214347352,"[('1993-1997', '1998-2002', 0.7958758547680684), ('1998-2002', '2018-2022', 0.6666666666666667)]"
instructors,1.462542521434735,"[('2008-2012', '2013-2017', 0.6666666666666665), ('2013-2017', '2018-2022', 0.7958758547680684)]"
buchler,1.393521565136877,"[('2003-2007', '2008-2012', 0.3935215651368771), ('2008-2012', '2023-2027', 1.0)]"
kholopov,1.3032197294137564,"[('2008-2012', '2013-2017', 0.7202485575279058), ('2013-2017', '2018-2022', 0.5829711718858505)]"
atonal music,1.2983017585162635,"[('1993-1997', '1998-2002', 0.5219085562662426), ('1998-2002', '2023-2027', 0.7763932022500211)]"
spring,1.25,"[('1993-1997', '2008-2012', 0.4999999999999999), ('2008-2012', '2018-2022', 0.75)]"
davis,1.1339745962155614,"[('2008-2012', '2013-2017', 0.42264973081037427), ('2013-2017', '2018-2022', 0.7113248654051871)]"
flow,1.0635642195280153,"[('2008-2012', '2013-2017', 0.5), ('2013-2017', '2018-2022', 0.5635642195280153)]"
martin,1.0,"[('2008-2012', '2013-2017', 1.0)]"
graph,1.0,"[('2003-2007', '2008-2012', 1.0)]"
player piano,1.0,"[('2013-2017', '2018-2022', 1.0)]"
human,1.0,"[('2018-2022', '2023-2027', 1.0)]"
arrays,1.0,"[('2003-2007', '2008-2012', 1.0)]"
chen,1.0,"[('2018-2022', '2023-2027', 1.0)]"
scherzinger,1.0,"[('2008-2012', '2018-2022', 1.0)]"
bpm,0.9604522688366909,"[('2008-2012', '2013-2017', 0.6464466094067263), ('2013-2017', '2018-2022', 0.3140056594299646)]"
ambiguity,0.9129611720221511,"[('2008-2012', '2013-2017', 0.9129611720221511)]"
li,0.8994962184740788,"[('2018-2022', '2023-2027', 0.8994962184740788)]"
yavorsky,0.8836873886971238,"[('2008-2012', '2018-2022', 0.25579159246474925), ('2018-2022', '2023-2027', 0.6278957962323746)]"
schmalfeldt,0.8492443277111181,"[('2008-2012', '2013-2017', 0.8492443277111181)]"
similarity,0.8377785788692375,"[('1993-1997', '2003-2007', 0.8377785788692375)]"
riff,0.8309691490542966,"[('2013-2017', '2018-2022', 0.8309691490542966)]"
forte,0.8278674068352259,"[('1993-1997', '1998-2002', 0.8278674068352259)]"
heidegger,0.8174258141649446,"[('1993-1997', '1998-2002', 0.8174258141649446)]"
voice leading,0.7817821097640076,"[('2008-2012', '2018-2022', 0.7817821097640076)]"
skills,0.6967240747163871,"[('1998-2002', '2013-2017', 0.3675444679663241), ('2013-2017', '2018-2022', 0.32917960675006297)]"
groove,0.6913933000758161,"[('2003-2007', '2018-2022', 0.6913933000758161)]"
persona,0.6911237214256168,"[('2003-2007', '2013-2017', 0.1982162742627268), ('2013-2017', '2018-2022', 0.49290744716289003)]"
prokofiev,0.6127016653792583,"[('2013-2017', '2018-2022', 0.6127016653792583)]"
